"obs_index","predicted_cluster","dataset","representation","method"
418,1,"banknote_authentication","sparsified","kmeans"
419,1,"banknote_authentication","sparsified","kmeans"
420,1,"banknote_authentication","sparsified","kmeans"
421,2,"banknote_authentication","sparsified","kmeans"
422,1,"banknote_authentication","sparsified","kmeans"
423,2,"banknote_authentication","sparsified","kmeans"
424,2,"banknote_authentication","sparsified","kmeans"
425,2,"banknote_authentication","sparsified","kmeans"
426,1,"banknote_authentication","sparsified","kmeans"
427,2,"banknote_authentication","sparsified","kmeans"
428,2,"banknote_authentication","sparsified","kmeans"
429,1,"banknote_authentication","sparsified","kmeans"
430,1,"banknote_authentication","sparsified","kmeans"
431,2,"banknote_authentication","sparsified","kmeans"
432,2,"banknote_authentication","sparsified","kmeans"
433,2,"banknote_authentication","sparsified","kmeans"
434,2,"banknote_authentication","sparsified","kmeans"
435,2,"banknote_authentication","sparsified","kmeans"
436,2,"banknote_authentication","sparsified","kmeans"
437,1,"banknote_authentication","sparsified","kmeans"
438,2,"banknote_authentication","sparsified","kmeans"
439,2,"banknote_authentication","sparsified","kmeans"
440,1,"banknote_authentication","sparsified","kmeans"
441,1,"banknote_authentication","sparsified","kmeans"
442,2,"banknote_authentication","sparsified","kmeans"
443,2,"banknote_authentication","sparsified","kmeans"
444,1,"banknote_authentication","sparsified","kmeans"
445,2,"banknote_authentication","sparsified","kmeans"
446,1,"banknote_authentication","sparsified","kmeans"
447,2,"banknote_authentication","sparsified","kmeans"
448,1,"banknote_authentication","sparsified","kmeans"
449,2,"banknote_authentication","sparsified","kmeans"
450,1,"banknote_authentication","sparsified","kmeans"
451,1,"banknote_authentication","sparsified","kmeans"
452,2,"banknote_authentication","sparsified","kmeans"
453,2,"banknote_authentication","sparsified","kmeans"
454,2,"banknote_authentication","sparsified","kmeans"
455,2,"banknote_authentication","sparsified","kmeans"
456,2,"banknote_authentication","sparsified","kmeans"
457,1,"banknote_authentication","sparsified","kmeans"
458,1,"banknote_authentication","sparsified","kmeans"
459,1,"banknote_authentication","sparsified","kmeans"
460,2,"banknote_authentication","sparsified","kmeans"
461,2,"banknote_authentication","sparsified","kmeans"
462,2,"banknote_authentication","sparsified","kmeans"
463,2,"banknote_authentication","sparsified","kmeans"
464,2,"banknote_authentication","sparsified","kmeans"
465,1,"banknote_authentication","sparsified","kmeans"
466,2,"banknote_authentication","sparsified","kmeans"
467,1,"banknote_authentication","sparsified","kmeans"
468,2,"banknote_authentication","sparsified","kmeans"
469,2,"banknote_authentication","sparsified","kmeans"
470,2,"banknote_authentication","sparsified","kmeans"
471,2,"banknote_authentication","sparsified","kmeans"
472,2,"banknote_authentication","sparsified","kmeans"
473,2,"banknote_authentication","sparsified","kmeans"
474,2,"banknote_authentication","sparsified","kmeans"
475,2,"banknote_authentication","sparsified","kmeans"
476,1,"banknote_authentication","sparsified","kmeans"
477,1,"banknote_authentication","sparsified","kmeans"
478,2,"banknote_authentication","sparsified","kmeans"
479,1,"banknote_authentication","sparsified","kmeans"
480,1,"banknote_authentication","sparsified","kmeans"
481,1,"banknote_authentication","sparsified","kmeans"
482,2,"banknote_authentication","sparsified","kmeans"
483,2,"banknote_authentication","sparsified","kmeans"
484,2,"banknote_authentication","sparsified","kmeans"
485,1,"banknote_authentication","sparsified","kmeans"
486,2,"banknote_authentication","sparsified","kmeans"
487,2,"banknote_authentication","sparsified","kmeans"
488,2,"banknote_authentication","sparsified","kmeans"
489,2,"banknote_authentication","sparsified","kmeans"
490,1,"banknote_authentication","sparsified","kmeans"
491,2,"banknote_authentication","sparsified","kmeans"
492,1,"banknote_authentication","sparsified","kmeans"
493,2,"banknote_authentication","sparsified","kmeans"
494,2,"banknote_authentication","sparsified","kmeans"
495,1,"banknote_authentication","sparsified","kmeans"
496,2,"banknote_authentication","sparsified","kmeans"
497,1,"banknote_authentication","sparsified","kmeans"
498,1,"banknote_authentication","sparsified","kmeans"
499,1,"banknote_authentication","sparsified","kmeans"
500,2,"banknote_authentication","sparsified","kmeans"
501,1,"banknote_authentication","sparsified","kmeans"
502,1,"banknote_authentication","sparsified","kmeans"
503,1,"banknote_authentication","sparsified","kmeans"
504,1,"banknote_authentication","sparsified","kmeans"
505,2,"banknote_authentication","sparsified","kmeans"
506,2,"banknote_authentication","sparsified","kmeans"
507,2,"banknote_authentication","sparsified","kmeans"
508,2,"banknote_authentication","sparsified","kmeans"
509,1,"banknote_authentication","sparsified","kmeans"
510,2,"banknote_authentication","sparsified","kmeans"
511,1,"banknote_authentication","sparsified","kmeans"
512,1,"banknote_authentication","sparsified","kmeans"
513,2,"banknote_authentication","sparsified","kmeans"
514,2,"banknote_authentication","sparsified","kmeans"
515,1,"banknote_authentication","sparsified","kmeans"
516,2,"banknote_authentication","sparsified","kmeans"
517,2,"banknote_authentication","sparsified","kmeans"
518,1,"banknote_authentication","sparsified","kmeans"
519,1,"banknote_authentication","sparsified","kmeans"
520,2,"banknote_authentication","sparsified","kmeans"
521,2,"banknote_authentication","sparsified","kmeans"
522,2,"banknote_authentication","sparsified","kmeans"
523,1,"banknote_authentication","sparsified","kmeans"
524,1,"banknote_authentication","sparsified","kmeans"
525,1,"banknote_authentication","sparsified","kmeans"
526,2,"banknote_authentication","sparsified","kmeans"
527,2,"banknote_authentication","sparsified","kmeans"
528,2,"banknote_authentication","sparsified","kmeans"
529,1,"banknote_authentication","sparsified","kmeans"
530,2,"banknote_authentication","sparsified","kmeans"
531,2,"banknote_authentication","sparsified","kmeans"
532,2,"banknote_authentication","sparsified","kmeans"
533,1,"banknote_authentication","sparsified","kmeans"
534,2,"banknote_authentication","sparsified","kmeans"
535,2,"banknote_authentication","sparsified","kmeans"
536,1,"banknote_authentication","sparsified","kmeans"
537,1,"banknote_authentication","sparsified","kmeans"
538,1,"banknote_authentication","sparsified","kmeans"
539,1,"banknote_authentication","sparsified","kmeans"
540,1,"banknote_authentication","sparsified","kmeans"
541,1,"banknote_authentication","sparsified","kmeans"
542,2,"banknote_authentication","sparsified","kmeans"
543,2,"banknote_authentication","sparsified","kmeans"
544,2,"banknote_authentication","sparsified","kmeans"
545,1,"banknote_authentication","sparsified","kmeans"
546,1,"banknote_authentication","sparsified","kmeans"
547,2,"banknote_authentication","sparsified","kmeans"
548,1,"banknote_authentication","sparsified","kmeans"
549,2,"banknote_authentication","sparsified","kmeans"
550,1,"banknote_authentication","sparsified","kmeans"
551,1,"banknote_authentication","sparsified","kmeans"
552,2,"banknote_authentication","sparsified","kmeans"
553,2,"banknote_authentication","sparsified","kmeans"
554,1,"banknote_authentication","sparsified","kmeans"
555,1,"banknote_authentication","sparsified","kmeans"
556,2,"banknote_authentication","sparsified","kmeans"
557,2,"banknote_authentication","sparsified","kmeans"
558,1,"banknote_authentication","sparsified","kmeans"
559,1,"banknote_authentication","sparsified","kmeans"
560,1,"banknote_authentication","sparsified","kmeans"
561,2,"banknote_authentication","sparsified","kmeans"
562,1,"banknote_authentication","sparsified","kmeans"
563,2,"banknote_authentication","sparsified","kmeans"
564,2,"banknote_authentication","sparsified","kmeans"
565,1,"banknote_authentication","sparsified","kmeans"
566,2,"banknote_authentication","sparsified","kmeans"
567,2,"banknote_authentication","sparsified","kmeans"
568,2,"banknote_authentication","sparsified","kmeans"
569,1,"banknote_authentication","sparsified","kmeans"
570,1,"banknote_authentication","sparsified","kmeans"
571,1,"banknote_authentication","sparsified","kmeans"
572,1,"banknote_authentication","sparsified","kmeans"
573,2,"banknote_authentication","sparsified","kmeans"
574,2,"banknote_authentication","sparsified","kmeans"
575,2,"banknote_authentication","sparsified","kmeans"
576,2,"banknote_authentication","sparsified","kmeans"
577,2,"banknote_authentication","sparsified","kmeans"
578,1,"banknote_authentication","sparsified","kmeans"
579,1,"banknote_authentication","sparsified","kmeans"
580,2,"banknote_authentication","sparsified","kmeans"
581,2,"banknote_authentication","sparsified","kmeans"
582,2,"banknote_authentication","sparsified","kmeans"
583,1,"banknote_authentication","sparsified","kmeans"
584,1,"banknote_authentication","sparsified","kmeans"
585,2,"banknote_authentication","sparsified","kmeans"
586,1,"banknote_authentication","sparsified","kmeans"
587,2,"banknote_authentication","sparsified","kmeans"
588,2,"banknote_authentication","sparsified","kmeans"
589,2,"banknote_authentication","sparsified","kmeans"
590,2,"banknote_authentication","sparsified","kmeans"
591,1,"banknote_authentication","sparsified","kmeans"
592,1,"banknote_authentication","sparsified","kmeans"
593,1,"banknote_authentication","sparsified","kmeans"
594,1,"banknote_authentication","sparsified","kmeans"
595,2,"banknote_authentication","sparsified","kmeans"
596,2,"banknote_authentication","sparsified","kmeans"
597,2,"banknote_authentication","sparsified","kmeans"
598,2,"banknote_authentication","sparsified","kmeans"
599,2,"banknote_authentication","sparsified","kmeans"
600,1,"banknote_authentication","sparsified","kmeans"
601,2,"banknote_authentication","sparsified","kmeans"
602,1,"banknote_authentication","sparsified","kmeans"
603,2,"banknote_authentication","sparsified","kmeans"
604,1,"banknote_authentication","sparsified","kmeans"
605,2,"banknote_authentication","sparsified","kmeans"
606,2,"banknote_authentication","sparsified","kmeans"
607,2,"banknote_authentication","sparsified","kmeans"
608,2,"banknote_authentication","sparsified","kmeans"
609,2,"banknote_authentication","sparsified","kmeans"
610,2,"banknote_authentication","sparsified","kmeans"
611,2,"banknote_authentication","sparsified","kmeans"
612,2,"banknote_authentication","sparsified","kmeans"
613,1,"banknote_authentication","sparsified","kmeans"
614,1,"banknote_authentication","sparsified","kmeans"
615,2,"banknote_authentication","sparsified","kmeans"
616,2,"banknote_authentication","sparsified","kmeans"
617,2,"banknote_authentication","sparsified","kmeans"
618,2,"banknote_authentication","sparsified","kmeans"
619,2,"banknote_authentication","sparsified","kmeans"
620,2,"banknote_authentication","sparsified","kmeans"
621,1,"banknote_authentication","sparsified","kmeans"
622,1,"banknote_authentication","sparsified","kmeans"
623,1,"banknote_authentication","sparsified","kmeans"
624,2,"banknote_authentication","sparsified","kmeans"
625,2,"banknote_authentication","sparsified","kmeans"
626,1,"banknote_authentication","sparsified","kmeans"
627,2,"banknote_authentication","sparsified","kmeans"
628,1,"banknote_authentication","sparsified","kmeans"
629,1,"banknote_authentication","sparsified","kmeans"
630,1,"banknote_authentication","sparsified","kmeans"
631,2,"banknote_authentication","sparsified","kmeans"
632,1,"banknote_authentication","sparsified","kmeans"
633,1,"banknote_authentication","sparsified","kmeans"
634,1,"banknote_authentication","sparsified","kmeans"
635,2,"banknote_authentication","sparsified","kmeans"
636,1,"banknote_authentication","sparsified","kmeans"
637,1,"banknote_authentication","sparsified","kmeans"
638,2,"banknote_authentication","sparsified","kmeans"
639,2,"banknote_authentication","sparsified","kmeans"
640,1,"banknote_authentication","sparsified","kmeans"
641,1,"banknote_authentication","sparsified","kmeans"
642,2,"banknote_authentication","sparsified","kmeans"
643,1,"banknote_authentication","sparsified","kmeans"
644,2,"banknote_authentication","sparsified","kmeans"
645,1,"banknote_authentication","sparsified","kmeans"
646,2,"banknote_authentication","sparsified","kmeans"
647,2,"banknote_authentication","sparsified","kmeans"
648,1,"banknote_authentication","sparsified","kmeans"
649,2,"banknote_authentication","sparsified","kmeans"
650,1,"banknote_authentication","sparsified","kmeans"
651,2,"banknote_authentication","sparsified","kmeans"
652,1,"banknote_authentication","sparsified","kmeans"
653,1,"banknote_authentication","sparsified","kmeans"
654,1,"banknote_authentication","sparsified","kmeans"
655,1,"banknote_authentication","sparsified","kmeans"
656,2,"banknote_authentication","sparsified","kmeans"
657,2,"banknote_authentication","sparsified","kmeans"
658,2,"banknote_authentication","sparsified","kmeans"
659,1,"banknote_authentication","sparsified","kmeans"
660,1,"banknote_authentication","sparsified","kmeans"
661,1,"banknote_authentication","sparsified","kmeans"
662,2,"banknote_authentication","sparsified","kmeans"
663,2,"banknote_authentication","sparsified","kmeans"
664,1,"banknote_authentication","sparsified","kmeans"
665,2,"banknote_authentication","sparsified","kmeans"
666,2,"banknote_authentication","sparsified","kmeans"
667,1,"banknote_authentication","sparsified","kmeans"
668,1,"banknote_authentication","sparsified","kmeans"
669,1,"banknote_authentication","sparsified","kmeans"
670,1,"banknote_authentication","sparsified","kmeans"
671,1,"banknote_authentication","sparsified","kmeans"
672,1,"banknote_authentication","sparsified","kmeans"
673,1,"banknote_authentication","sparsified","kmeans"
674,2,"banknote_authentication","sparsified","kmeans"
675,2,"banknote_authentication","sparsified","kmeans"
676,2,"banknote_authentication","sparsified","kmeans"
677,2,"banknote_authentication","sparsified","kmeans"
678,2,"banknote_authentication","sparsified","kmeans"
679,1,"banknote_authentication","sparsified","kmeans"
680,2,"banknote_authentication","sparsified","kmeans"
681,1,"banknote_authentication","sparsified","kmeans"
682,1,"banknote_authentication","sparsified","kmeans"
683,1,"banknote_authentication","sparsified","kmeans"
684,1,"banknote_authentication","sparsified","kmeans"
685,2,"banknote_authentication","sparsified","kmeans"
686,2,"banknote_authentication","sparsified","kmeans"
687,2,"banknote_authentication","sparsified","kmeans"
688,2,"banknote_authentication","sparsified","kmeans"
689,2,"banknote_authentication","sparsified","kmeans"
690,1,"banknote_authentication","sparsified","kmeans"
691,2,"banknote_authentication","sparsified","kmeans"
692,1,"banknote_authentication","sparsified","kmeans"
693,2,"banknote_authentication","sparsified","kmeans"
694,2,"banknote_authentication","sparsified","kmeans"
695,1,"banknote_authentication","sparsified","kmeans"
696,2,"banknote_authentication","sparsified","kmeans"
697,2,"banknote_authentication","sparsified","kmeans"
698,2,"banknote_authentication","sparsified","kmeans"
699,1,"banknote_authentication","sparsified","kmeans"
700,2,"banknote_authentication","sparsified","kmeans"
701,2,"banknote_authentication","sparsified","kmeans"
702,2,"banknote_authentication","sparsified","kmeans"
703,1,"banknote_authentication","sparsified","kmeans"
704,1,"banknote_authentication","sparsified","kmeans"
705,2,"banknote_authentication","sparsified","kmeans"
706,1,"banknote_authentication","sparsified","kmeans"
707,1,"banknote_authentication","sparsified","kmeans"
708,1,"banknote_authentication","sparsified","kmeans"
709,2,"banknote_authentication","sparsified","kmeans"
710,2,"banknote_authentication","sparsified","kmeans"
711,1,"banknote_authentication","sparsified","kmeans"
712,1,"banknote_authentication","sparsified","kmeans"
713,2,"banknote_authentication","sparsified","kmeans"
714,2,"banknote_authentication","sparsified","kmeans"
715,1,"banknote_authentication","sparsified","kmeans"
716,2,"banknote_authentication","sparsified","kmeans"
717,1,"banknote_authentication","sparsified","kmeans"
718,2,"banknote_authentication","sparsified","kmeans"
719,2,"banknote_authentication","sparsified","kmeans"
720,1,"banknote_authentication","sparsified","kmeans"
721,1,"banknote_authentication","sparsified","kmeans"
722,1,"banknote_authentication","sparsified","kmeans"
723,2,"banknote_authentication","sparsified","kmeans"
724,2,"banknote_authentication","sparsified","kmeans"
725,2,"banknote_authentication","sparsified","kmeans"
726,1,"banknote_authentication","sparsified","kmeans"
727,2,"banknote_authentication","sparsified","kmeans"
728,2,"banknote_authentication","sparsified","kmeans"
729,1,"banknote_authentication","sparsified","kmeans"
730,1,"banknote_authentication","sparsified","kmeans"
731,2,"banknote_authentication","sparsified","kmeans"
732,2,"banknote_authentication","sparsified","kmeans"
733,2,"banknote_authentication","sparsified","kmeans"
734,1,"banknote_authentication","sparsified","kmeans"
735,1,"banknote_authentication","sparsified","kmeans"
736,2,"banknote_authentication","sparsified","kmeans"
737,2,"banknote_authentication","sparsified","kmeans"
738,2,"banknote_authentication","sparsified","kmeans"
739,2,"banknote_authentication","sparsified","kmeans"
740,1,"banknote_authentication","sparsified","kmeans"
741,2,"banknote_authentication","sparsified","kmeans"
742,1,"banknote_authentication","sparsified","kmeans"
743,2,"banknote_authentication","sparsified","kmeans"
744,1,"banknote_authentication","sparsified","kmeans"
745,2,"banknote_authentication","sparsified","kmeans"
746,1,"banknote_authentication","sparsified","kmeans"
747,2,"banknote_authentication","sparsified","kmeans"
748,2,"banknote_authentication","sparsified","kmeans"
749,1,"banknote_authentication","sparsified","kmeans"
750,1,"banknote_authentication","sparsified","kmeans"
751,1,"banknote_authentication","sparsified","kmeans"
752,2,"banknote_authentication","sparsified","kmeans"
753,2,"banknote_authentication","sparsified","kmeans"
754,1,"banknote_authentication","sparsified","kmeans"
755,1,"banknote_authentication","sparsified","kmeans"
756,1,"banknote_authentication","sparsified","kmeans"
757,2,"banknote_authentication","sparsified","kmeans"
758,1,"banknote_authentication","sparsified","kmeans"
759,1,"banknote_authentication","sparsified","kmeans"
760,2,"banknote_authentication","sparsified","kmeans"
761,1,"banknote_authentication","sparsified","kmeans"
762,2,"banknote_authentication","sparsified","kmeans"
763,2,"banknote_authentication","sparsified","kmeans"
764,1,"banknote_authentication","sparsified","kmeans"
765,1,"banknote_authentication","sparsified","kmeans"
766,1,"banknote_authentication","sparsified","kmeans"
767,1,"banknote_authentication","sparsified","kmeans"
768,1,"banknote_authentication","sparsified","kmeans"
769,2,"banknote_authentication","sparsified","kmeans"
770,2,"banknote_authentication","sparsified","kmeans"
771,1,"banknote_authentication","sparsified","kmeans"
772,1,"banknote_authentication","sparsified","kmeans"
773,1,"banknote_authentication","sparsified","kmeans"
774,1,"banknote_authentication","sparsified","kmeans"
775,1,"banknote_authentication","sparsified","kmeans"
776,2,"banknote_authentication","sparsified","kmeans"
777,2,"banknote_authentication","sparsified","kmeans"
778,2,"banknote_authentication","sparsified","kmeans"
779,1,"banknote_authentication","sparsified","kmeans"
780,1,"banknote_authentication","sparsified","kmeans"
781,1,"banknote_authentication","sparsified","kmeans"
782,1,"banknote_authentication","sparsified","kmeans"
783,1,"banknote_authentication","sparsified","kmeans"
784,2,"banknote_authentication","sparsified","kmeans"
785,2,"banknote_authentication","sparsified","kmeans"
786,1,"banknote_authentication","sparsified","kmeans"
787,1,"banknote_authentication","sparsified","kmeans"
788,1,"banknote_authentication","sparsified","kmeans"
789,1,"banknote_authentication","sparsified","kmeans"
790,1,"banknote_authentication","sparsified","kmeans"
791,2,"banknote_authentication","sparsified","kmeans"
792,2,"banknote_authentication","sparsified","kmeans"
793,1,"banknote_authentication","sparsified","kmeans"
794,1,"banknote_authentication","sparsified","kmeans"
795,1,"banknote_authentication","sparsified","kmeans"
796,1,"banknote_authentication","sparsified","kmeans"
797,2,"banknote_authentication","sparsified","kmeans"
798,2,"banknote_authentication","sparsified","kmeans"
799,2,"banknote_authentication","sparsified","kmeans"
800,2,"banknote_authentication","sparsified","kmeans"
801,1,"banknote_authentication","sparsified","kmeans"
802,1,"banknote_authentication","sparsified","kmeans"
803,2,"banknote_authentication","sparsified","kmeans"
804,2,"banknote_authentication","sparsified","kmeans"
805,2,"banknote_authentication","sparsified","kmeans"
806,2,"banknote_authentication","sparsified","kmeans"
807,2,"banknote_authentication","sparsified","kmeans"
808,2,"banknote_authentication","sparsified","kmeans"
809,1,"banknote_authentication","sparsified","kmeans"
810,1,"banknote_authentication","sparsified","kmeans"
811,2,"banknote_authentication","sparsified","kmeans"
812,2,"banknote_authentication","sparsified","kmeans"
813,1,"banknote_authentication","sparsified","kmeans"
814,2,"banknote_authentication","sparsified","kmeans"
815,1,"banknote_authentication","sparsified","kmeans"
816,1,"banknote_authentication","sparsified","kmeans"
817,1,"banknote_authentication","sparsified","kmeans"
818,2,"banknote_authentication","sparsified","kmeans"
819,2,"banknote_authentication","sparsified","kmeans"
820,1,"banknote_authentication","sparsified","kmeans"
821,1,"banknote_authentication","sparsified","kmeans"
822,1,"banknote_authentication","sparsified","kmeans"
823,1,"banknote_authentication","sparsified","kmeans"
824,2,"banknote_authentication","sparsified","kmeans"
825,1,"banknote_authentication","sparsified","kmeans"
826,1,"banknote_authentication","sparsified","kmeans"
827,1,"banknote_authentication","sparsified","kmeans"
828,1,"banknote_authentication","sparsified","kmeans"
829,1,"banknote_authentication","sparsified","kmeans"
830,2,"banknote_authentication","sparsified","kmeans"
831,2,"banknote_authentication","sparsified","kmeans"
832,1,"banknote_authentication","sparsified","kmeans"
833,1,"banknote_authentication","sparsified","kmeans"
834,1,"banknote_authentication","sparsified","kmeans"
835,1,"banknote_authentication","sparsified","kmeans"
836,1,"banknote_authentication","sparsified","kmeans"
837,2,"banknote_authentication","sparsified","kmeans"
838,2,"banknote_authentication","sparsified","kmeans"
839,2,"banknote_authentication","sparsified","kmeans"
840,1,"banknote_authentication","sparsified","kmeans"
841,1,"banknote_authentication","sparsified","kmeans"
842,1,"banknote_authentication","sparsified","kmeans"
843,1,"banknote_authentication","sparsified","kmeans"
844,1,"banknote_authentication","sparsified","kmeans"
845,2,"banknote_authentication","sparsified","kmeans"
846,2,"banknote_authentication","sparsified","kmeans"
847,1,"banknote_authentication","sparsified","kmeans"
848,1,"banknote_authentication","sparsified","kmeans"
849,1,"banknote_authentication","sparsified","kmeans"
850,1,"banknote_authentication","sparsified","kmeans"
851,1,"banknote_authentication","sparsified","kmeans"
852,2,"banknote_authentication","sparsified","kmeans"
853,2,"banknote_authentication","sparsified","kmeans"
854,1,"banknote_authentication","sparsified","kmeans"
855,1,"banknote_authentication","sparsified","kmeans"
856,1,"banknote_authentication","sparsified","kmeans"
857,1,"banknote_authentication","sparsified","kmeans"
858,2,"banknote_authentication","sparsified","kmeans"
859,2,"banknote_authentication","sparsified","kmeans"
860,2,"banknote_authentication","sparsified","kmeans"
861,2,"banknote_authentication","sparsified","kmeans"
862,1,"banknote_authentication","sparsified","kmeans"
863,1,"banknote_authentication","sparsified","kmeans"
864,2,"banknote_authentication","sparsified","kmeans"
865,2,"banknote_authentication","sparsified","kmeans"
866,2,"banknote_authentication","sparsified","kmeans"
867,2,"banknote_authentication","sparsified","kmeans"
868,2,"banknote_authentication","sparsified","kmeans"
869,2,"banknote_authentication","sparsified","kmeans"
870,1,"banknote_authentication","sparsified","kmeans"
871,1,"banknote_authentication","sparsified","kmeans"
872,2,"banknote_authentication","sparsified","kmeans"
873,2,"banknote_authentication","sparsified","kmeans"
874,2,"banknote_authentication","sparsified","kmeans"
875,2,"banknote_authentication","sparsified","kmeans"
876,1,"banknote_authentication","sparsified","kmeans"
877,1,"banknote_authentication","sparsified","kmeans"
878,1,"banknote_authentication","sparsified","kmeans"
879,2,"banknote_authentication","sparsified","kmeans"
880,2,"banknote_authentication","sparsified","kmeans"
881,1,"banknote_authentication","sparsified","kmeans"
882,1,"banknote_authentication","sparsified","kmeans"
883,1,"banknote_authentication","sparsified","kmeans"
884,1,"banknote_authentication","sparsified","kmeans"
885,2,"banknote_authentication","sparsified","kmeans"
886,1,"banknote_authentication","sparsified","kmeans"
887,1,"banknote_authentication","sparsified","kmeans"
888,1,"banknote_authentication","sparsified","kmeans"
889,1,"banknote_authentication","sparsified","kmeans"
890,1,"banknote_authentication","sparsified","kmeans"
891,2,"banknote_authentication","sparsified","kmeans"
892,2,"banknote_authentication","sparsified","kmeans"
893,1,"banknote_authentication","sparsified","kmeans"
894,1,"banknote_authentication","sparsified","kmeans"
895,1,"banknote_authentication","sparsified","kmeans"
896,1,"banknote_authentication","sparsified","kmeans"
897,1,"banknote_authentication","sparsified","kmeans"
898,2,"banknote_authentication","sparsified","kmeans"
899,2,"banknote_authentication","sparsified","kmeans"
900,2,"banknote_authentication","sparsified","kmeans"
901,1,"banknote_authentication","sparsified","kmeans"
902,1,"banknote_authentication","sparsified","kmeans"
903,1,"banknote_authentication","sparsified","kmeans"
904,1,"banknote_authentication","sparsified","kmeans"
905,1,"banknote_authentication","sparsified","kmeans"
906,2,"banknote_authentication","sparsified","kmeans"
907,2,"banknote_authentication","sparsified","kmeans"
908,1,"banknote_authentication","sparsified","kmeans"
909,1,"banknote_authentication","sparsified","kmeans"
910,1,"banknote_authentication","sparsified","kmeans"
911,1,"banknote_authentication","sparsified","kmeans"
912,2,"banknote_authentication","sparsified","kmeans"
913,2,"banknote_authentication","sparsified","kmeans"
914,2,"banknote_authentication","sparsified","kmeans"
915,1,"banknote_authentication","sparsified","kmeans"
916,1,"banknote_authentication","sparsified","kmeans"
917,1,"banknote_authentication","sparsified","kmeans"
918,1,"banknote_authentication","sparsified","kmeans"
919,2,"banknote_authentication","sparsified","kmeans"
920,2,"banknote_authentication","sparsified","kmeans"
921,2,"banknote_authentication","sparsified","kmeans"
922,1,"banknote_authentication","sparsified","kmeans"
923,1,"banknote_authentication","sparsified","kmeans"
924,1,"banknote_authentication","sparsified","kmeans"
925,2,"banknote_authentication","sparsified","kmeans"
926,2,"banknote_authentication","sparsified","kmeans"
927,2,"banknote_authentication","sparsified","kmeans"
928,2,"banknote_authentication","sparsified","kmeans"
929,2,"banknote_authentication","sparsified","kmeans"
930,2,"banknote_authentication","sparsified","kmeans"
931,1,"banknote_authentication","sparsified","kmeans"
932,1,"banknote_authentication","sparsified","kmeans"
933,2,"banknote_authentication","sparsified","kmeans"
934,2,"banknote_authentication","sparsified","kmeans"
935,1,"banknote_authentication","sparsified","kmeans"
936,1,"banknote_authentication","sparsified","kmeans"
937,1,"banknote_authentication","sparsified","kmeans"
938,1,"banknote_authentication","sparsified","kmeans"
939,1,"banknote_authentication","sparsified","kmeans"
940,2,"banknote_authentication","sparsified","kmeans"
941,1,"banknote_authentication","sparsified","kmeans"
942,1,"banknote_authentication","sparsified","kmeans"
943,1,"banknote_authentication","sparsified","kmeans"
944,1,"banknote_authentication","sparsified","kmeans"
945,1,"banknote_authentication","sparsified","kmeans"
946,2,"banknote_authentication","sparsified","kmeans"
947,1,"banknote_authentication","sparsified","kmeans"
948,1,"banknote_authentication","sparsified","kmeans"
949,1,"banknote_authentication","sparsified","kmeans"
950,1,"banknote_authentication","sparsified","kmeans"
951,1,"banknote_authentication","sparsified","kmeans"
952,2,"banknote_authentication","sparsified","kmeans"
953,2,"banknote_authentication","sparsified","kmeans"
954,1,"banknote_authentication","sparsified","kmeans"
955,1,"banknote_authentication","sparsified","kmeans"
956,1,"banknote_authentication","sparsified","kmeans"
957,1,"banknote_authentication","sparsified","kmeans"
958,1,"banknote_authentication","sparsified","kmeans"
959,2,"banknote_authentication","sparsified","kmeans"
960,2,"banknote_authentication","sparsified","kmeans"
961,2,"banknote_authentication","sparsified","kmeans"
962,1,"banknote_authentication","sparsified","kmeans"
963,1,"banknote_authentication","sparsified","kmeans"
964,1,"banknote_authentication","sparsified","kmeans"
965,1,"banknote_authentication","sparsified","kmeans"
966,1,"banknote_authentication","sparsified","kmeans"
967,2,"banknote_authentication","sparsified","kmeans"
968,2,"banknote_authentication","sparsified","kmeans"
969,1,"banknote_authentication","sparsified","kmeans"
970,1,"banknote_authentication","sparsified","kmeans"
971,1,"banknote_authentication","sparsified","kmeans"
972,1,"banknote_authentication","sparsified","kmeans"
973,1,"banknote_authentication","sparsified","kmeans"
974,2,"banknote_authentication","sparsified","kmeans"
975,2,"banknote_authentication","sparsified","kmeans"
976,1,"banknote_authentication","sparsified","kmeans"
977,1,"banknote_authentication","sparsified","kmeans"
978,1,"banknote_authentication","sparsified","kmeans"
979,1,"banknote_authentication","sparsified","kmeans"
980,2,"banknote_authentication","sparsified","kmeans"
981,2,"banknote_authentication","sparsified","kmeans"
982,2,"banknote_authentication","sparsified","kmeans"
983,2,"banknote_authentication","sparsified","kmeans"
984,1,"banknote_authentication","sparsified","kmeans"
985,1,"banknote_authentication","sparsified","kmeans"
986,2,"banknote_authentication","sparsified","kmeans"
987,2,"banknote_authentication","sparsified","kmeans"
988,2,"banknote_authentication","sparsified","kmeans"
989,2,"banknote_authentication","sparsified","kmeans"
990,2,"banknote_authentication","sparsified","kmeans"
991,2,"banknote_authentication","sparsified","kmeans"
992,1,"banknote_authentication","sparsified","kmeans"
993,1,"banknote_authentication","sparsified","kmeans"
994,2,"banknote_authentication","sparsified","kmeans"
995,2,"banknote_authentication","sparsified","kmeans"
996,1,"banknote_authentication","sparsified","kmeans"
997,2,"banknote_authentication","sparsified","kmeans"
998,1,"banknote_authentication","sparsified","kmeans"
999,1,"banknote_authentication","sparsified","kmeans"
